Ref,Val,Package,PosX,PosY,Rot,Side
"C1","100nF","C_0603_1608Metric",99.197160,-96.070420,0.000000,top
"MK1","IM69D130V01XTSA1","MIC_IM69D130V01XTSA1",100.000000,-100.000000,180.000000,top
"R1","100","R_0603_1608Metric",98.894900,-103.774240,0.000000,top
